rank,gid,role,priority_score,why
1,100000008686313100,coordinator,0.9421,"Гипотеза: признаки координации (coordinator, уверенность 0,87). Получил 1 912 716 ₸ от 6 плат. (16 пер.), отдал 333 800 ₸ 7 получ. (13 пер.), пропуск 0,17. Выше по потоку (≤4 шага) 3 seed; «красные» (seed) деньги на входе 233 150 ₸, доля в узле 12%. Также: участвует в 67 цикл. ≤5 шагов (возвратный поток); 100% выхода ушло ≤2 дн. после входа. Посредничество 0,0020, кластер 0, приоритет 0,942."
2,100000003115284100,consolidator,0.8849,"Гипотеза: признаки консолидации (consolidator, уверенность 0,86). Получил 2 160 500 ₸ от 8 плат. (15 пер.), отдал 517 000 ₸ 2 получ. (4 пер.), пропуск 0,24. Выше по потоку (≤4 шага) 9 seed; «красные» (seed) деньги на входе 849 634 ₸, доля в узле 39%. Также: участвует в 2 цикл. ≤5 шагов (возвратный поток); 1 дн. синхронных входов ≥3 плат. (2026-07-19); 99% выхода ушло ≤2 дн. после входа. Посредничество 0,0001, кластер 9, приоритет 0,885."
3,100000004403675100,coordinator,0.8766,"Гипотеза: признаки координации (coordinator, уверенность 0,72). Получил 182 980 ₸ от 4 плат. (8 пер.), отдал 264 699 ₸ 5 получ. (6 пер.), пропуск 1,45. Выше по потоку (≤4 шага) 3 seed; «красные» (seed) деньги на входе 93 553 ₸, доля в узле 35%. Также: участвует в 2 цикл. ≤5 шагов (возвратный поток); 54% выхода ушло ≤2 дн. после входа. Посредничество 0,0028, кластер 20, приоритет 0,877."
4,100000004015047100,consolidator,0.8598,"Гипотеза: признаки консолидации (consolidator, уверенность 0,92). Получил 919 104 ₸ от 9 плат. (18 пер.), отдал 69 195 ₸ 1 получ. (7 пер.), пропуск 0,08. Выше по потоку (≤4 шага) 8 seed; «красные» (seed) деньги на входе 585 260 ₸, доля в узле 64%. Также: участвует в 1 цикл. ≤5 шагов (возвратный поток); 64% выхода ушло ≤2 дн. после входа. Посредничество 0,0000, кластер 6, приоритет 0,860."
5,100000003071930100,consolidator,0.8447,"Гипотеза: признаки консолидации (consolidator, уверенность 0,80). Получил 477 610 ₸ от 3 плат. (4 пер.), отдал 5 000 ₸ 1 получ. (1 пер.), пропуск 0,01. Выше по потоку (≤4 шага) 5 seed; «красные» (seed) деньги на входе 228 378 ₸, доля в узле 48%. Также: 100% выхода ушло ≤2 дн. после входа. Посредничество 0,0000, кластер 7, приоритет 0,845."
6,100000003684369100,coordinator,0.843,"Гипотеза: признаки координации (coordinator, уверенность 1,00). Получил 3 848 436 ₸ от 24 плат. (58 пер.), отдал 8 588 655 ₸ 62 получ. (67 пер.), пропуск 2,23. Seed-клиент: вход занижен выгрузкой, масштаб оценён по исходящим; уже известен аналитику — приоритет ×0,85. Выше по потоку (≤4 шага) 6 seed; «красные» (seed) деньги на входе 500 392 ₸, узел сам seed. Также: участвует в 1 цикл. ≤5 шагов (возвратный поток); 9 дн. синхронных входов ≥3 плат. (2026-07-13, 2026-07-16, 2026-07-17); 100% выхода ушло ≤2 дн. после входа. Посредничество 0,0023, кластер 2, приоритет 0,843."
7,100000003701161100,consolidator,0.8412,"Гипотеза: признаки консолидации (consolidator, уверенность 0,73). Получил 1 527 103 ₸ от 4 плат. (13 пер.), отдал 349 000 ₸ 3 получ. (7 пер.), пропуск 0,23. Выше по потоку (≤4 шага) 3 seed; «красные» (seed) деньги на входе 269 263 ₸, доля в узле 18%. Также: участвует в 4 цикл. ≤5 шагов (возвратный поток); 100% выхода ушло ≤2 дн. после входа. Посредничество 0,0002, кластер 22, приоритет 0,841."
8,100000005514161100,consolidator,0.8356,"Гипотеза: признаки консолидации (consolidator, уверенность 0,76). Получил 401 500 ₸ от 4 плат. (7 пер.), отдал 50 000 ₸ 1 получ. (1 пер.), пропуск 0,12. Выше по потоку (≤4 шага) 6 seed; «красные» (seed) деньги на входе 116 169 ₸, доля в узле 29%. Посредничество 0,0000, кластер 6, приоритет 0,836."
9,100000004070318100,coordinator,0.8329,"Гипотеза: признаки координации (coordinator, уверенность 0,81). Получил 207 247 ₸ от 4 плат. (6 пер.), отдал 551 860 ₸ 19 получ. (37 пер.), пропуск 2,66. Выше по потоку (≤4 шага) 2 seed; «красные» (seed) деньги на входе 65 292 ₸, доля в узле 12%. Также: участвует в 45 цикл. ≤5 шагов (возвратный поток); 54% выхода ушло ≤2 дн. после входа. Посредничество 0,0021, кластер 0, приоритет 0,833."
10,100000002838861100,consolidator,0.8285,"Гипотеза: признаки консолидации (consolidator, уверенность 0,87). Получил 554 524 ₸ от 5 плат. (5 пер.), отдал 10 000 ₸ 1 получ. (1 пер.), пропуск 0,02. Выше по потоку (≤4 шага) 4 seed; «красные» (seed) деньги на входе 403 408 ₸, доля в узле 73%. Также: участвует в 1 цикл. ≤5 шагов (возвратный поток). Посредничество 0,0000, кластер 7, приоритет 0,829."
