cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,275,1,30053707.39,100000006866783100;100000000437046100;100000008477350100;100000004400305100;100000005910114100,"Гипотеза для проверки: 275 узлов, 1 seed, внутренний оборот 30 053 707 KZT; роли: peripheral 236, transit 12, coordinator 10; признаки транзитной цепочки (12 узл.)"
1,270,1,10178044.0,100000002527114100;100000002578405100;100000001697501100;100000008493007100;100000002733905100,"Гипотеза для проверки: 270 узлов, 1 seed, внутренний оборот 10 178 044 KZT; роли: peripheral 264, transit 3, coordinator 2; признаки транзитной цепочки (3 узл.)"
2,142,5,19232090.0,100000003684369100;100000008304139100;100000008165763100;100000008748914100;100000004140487100,"Гипотеза для проверки: 142 узлов, 5 seed, внутренний оборот 19 232 090 KZT; роли: peripheral 119, terminal 13, distributor 4; признаки оседания средств у конечных получателей (13 узл.); несколько seed в одном сообществе — возможна общая схема"
3,127,7,18414962.28,100000003016635100;100000001530983100;100000004150593100;100000006518161100;100000004707703100,"Гипотеза для проверки: 127 узлов, 7 seed, внутренний оборот 18 414 962 KZT; роли: peripheral 109, terminal 8, transit 6; признаки оседания средств у конечных получателей (8 узл.); несколько seed в одном сообществе — возможна общая схема"
4,126,0,16339904.0,100000008603629100;100000001857829100;100000002723538100;100000003880331100;100000006977207100,"Гипотеза для проверки: 126 узлов, 0 seed, внутренний оборот 16 339 904 KZT; роли: peripheral 114, terminal 4, coordinator 3; признаки оседания средств у конечных получателей (4 узл.)"
5,126,0,24907250.33,100000000331309100;100000003796063100;100000005665181100;100000006734214100;100000003741418100,"Гипотеза для проверки: 126 узлов, 0 seed, внутренний оборот 24 907 250 KZT; роли: peripheral 105, terminal 11, consolidator 4; признаки оседания средств у конечных получателей (11 узл.)"
6,117,0,25092918.0,100000008547948100;100000008489922100;100000008547844100;100000008710791100;100000008517538100,"Гипотеза для проверки: 117 узлов, 0 seed, внутренний оборот 25 092 918 KZT; роли: peripheral 87, terminal 16, distributor 5; признаки оседания средств у конечных получателей (16 узл.)"
7,106,0,6254194.67,100000005704413100;100000005578559100;100000008460102100;100000006707582100;100000008379273100,"Гипотеза для проверки: 106 узлов, 0 seed, внутренний оборот 6 254 195 KZT; роли: peripheral 99, distributor 3, transit 2; признаки веерной рассылки средств (3 узл.)"
8,81,2,10311248.61,100000005782781100;100000001162560100;100000002838861100;100000000031787100;100000002921047100,"Гипотеза для проверки: 81 узлов, 2 seed, внутренний оборот 10 311 249 KZT; роли: peripheral 64, terminal 10, distributor 3; признаки оседания средств у конечных получателей (10 узл.); несколько seed в одном сообществе — возможна общая схема"
9,65,3,9399820.0,100000004015047100;100000008748408100;100000002152857100;100000001616816100;100000006788200100,"Гипотеза для проверки: 65 узлов, 3 seed, внутренний оборот 9 399 820 KZT; роли: peripheral 55, transit 4, terminal 4; признаки транзитной цепочки (4 узл.); несколько seed в одном сообществе — возможна общая схема"
10,53,1,5947339.0,100000000343175100;100000003115284100;100000003635170100;100000008730846100;100000000976943100,"Гипотеза для проверки: 53 узлов, 1 seed, внутренний оборот 5 947 339 KZT; роли: peripheral 45, transit 4, terminal 2; признаки транзитной цепочки (4 узл.)"
11,51,1,2950313.0,100000003265158100;100000001899164100;100000004420041100;100000004386331100;100000004386258100,"Гипотеза для проверки: 51 узлов, 1 seed, внутренний оборот 2 950 313 KZT; роли: peripheral 47, transit 3, distributor 1; признаки транзитной цепочки (3 узл.)"
12,51,0,13990812.0,100000008512827100;100000005242320100;100000008742053100;100000001287955100;100000002748180100,"Гипотеза для проверки: 51 узлов, 0 seed, внутренний оборот 13 990 812 KZT; роли: peripheral 32, terminal 15, distributor 3; признаки оседания средств у конечных получателей (15 узл.)"
13,47,3,3938421.0,100000008346837100;100000005074393100;100000008733194100;100000006020215100;100000000489417100,"Гипотеза для проверки: 47 узлов, 3 seed, внутренний оборот 3 938 421 KZT; роли: peripheral 44, transit 2, coordinator 1; признаки транзитной цепочки (2 узл.); несколько seed в одном сообществе — возможна общая схема"
14,44,0,10215968.84,100000005933757100;100000002963189100;100000004159526100;100000001937767100;100000005222360100,"Гипотеза для проверки: 44 узлов, 0 seed, внутренний оборот 10 215 969 KZT; роли: peripheral 39, terminal 4, coordinator 1; признаки оседания средств у конечных получателей (4 узл.)"
15,41,3,4888834.28,100000004156082100;100000004820260100;100000008418835100;100000005339662100;100000004527381100,"Гипотеза для проверки: 41 узлов, 3 seed, внутренний оборот 4 888 834 KZT; роли: peripheral 35, transit 3, terminal 2; признаки транзитной цепочки (3 узл.); несколько seed в одном сообществе — возможна общая схема"
16,41,0,5151924.19,100000003242289100;100000008413748100;100000008512552100;100000003178549100;100000006225798100,"Гипотеза для проверки: 41 узлов, 0 seed, внутренний оборот 5 151 924 KZT; роли: peripheral 36, terminal 3, coordinator 1; признаки оседания средств у конечных получателей (3 узл.)"
17,30,0,8045494.0,100000008710843100;100000008743913100;100000005527892100;100000008758168100;100000001887715100,"Гипотеза для проверки: 30 узлов, 0 seed, внутренний оборот 8 045 494 KZT; роли: peripheral 22, terminal 5, distributor 2; признаки оседания средств у конечных получателей (5 узл.)"
18,30,1,6513430.0,100000003854444100;100000008546855100;100000001049200100;100000003873332100;100000007594394100,"Гипотеза для проверки: 30 узлов, 1 seed, внутренний оборот 6 513 430 KZT; роли: peripheral 24, transit 2, terminal 2; признаки транзитной цепочки (2 узл.)"
19,26,14,2289450.0,100000005382566100;100000004403675100;100000003823811100;100000008254069100;100000004041163100,"Гипотеза для проверки: 26 узлов, 14 seed, внутренний оборот 2 289 450 KZT; роли: peripheral 25, consolidator 1; признаки сбора средств в узлах-консолидаторах (1 узл.); несколько seed в одном сообществе — возможна общая схема"
20,20,0,617900.0,100000003154105100;100000000723383100;100000001427082100;100000002185328100;100000002448088100,"Гипотеза для проверки: 20 узлов, 0 seed, внутренний оборот 617 900 KZT; роли: peripheral 20; активных ролей нет, периферийная группа"
21,18,0,3422800.0,100000003701161100;100000008137435100;100000002267998100;100000003718221100;100000001063678100,"Гипотеза для проверки: 18 узлов, 0 seed, внутренний оборот 3 422 800 KZT; роли: peripheral 18; активных ролей нет, периферийная группа"
22,17,1,21586840.0,100000002224132100;100000001965374100;100000004603109100;100000003835149100;100000005664922100,"Гипотеза для проверки: 17 узлов, 1 seed, внутренний оборот 21 586 840 KZT; роли: peripheral 16, terminal 1; признаки оседания средств у конечных получателей (1 узл.)"
23,17,1,2977887.0,100000004160650100;100000002731501100;100000004007116100;100000003616818100;100000001330595100,"Гипотеза для проверки: 17 узлов, 1 seed, внутренний оборот 2 977 887 KZT; роли: peripheral 16, distributor 1; признаки веерной рассылки средств (1 узл.)"
24,16,0,4463934.85,100000007639767100;100000003747133100;100000002741024100;100000004722765100;100000007629096100,"Гипотеза для проверки: 16 узлов, 0 seed, внутренний оборот 4 463 935 KZT; роли: peripheral 14, coordinator 1, transit 1; признаки узла-координатора между сбором и рассылкой (1 узл.)"
25,15,0,850450.0,100000001526235100;100000005505655100;100000001788284100;100000002472632100;100000000860514100,"Гипотеза для проверки: 15 узлов, 0 seed, внутренний оборот 850 450 KZT; роли: peripheral 15; активных ролей нет, периферийная группа"
26,15,0,3626010.0,100000006704530100;100000008461532100;100000000791285100;100000003069463100;100000003122817100,"Гипотеза для проверки: 15 узлов, 0 seed, внутренний оборот 3 626 010 KZT; роли: peripheral 13, transit 1, terminal 1; признаки транзитной цепочки (1 узл.)"
27,14,0,1605604.0,100000007382543100;100000003001661100;100000008213966100;100000000838385100;100000008655779100,"Гипотеза для проверки: 14 узлов, 0 seed, внутренний оборот 1 605 604 KZT; роли: peripheral 14; активных ролей нет, периферийная группа"
28,14,0,2064724.0,100000008003034100;100000008603331100;100000002032323100;100000004715209100;100000007591246100,"Гипотеза для проверки: 14 узлов, 0 seed, внутренний оборот 2 064 724 KZT; роли: peripheral 14; активных ролей нет, периферийная группа"
29,13,1,1392916.0,100000001380054100;100000006232815100;100000001782980100;100000000703894100;100000005077484100,"Гипотеза для проверки: 13 узлов, 1 seed, внутренний оборот 1 392 916 KZT; роли: peripheral 12, terminal 1; признаки оседания средств у конечных получателей (1 узл.)"
30,13,0,6748650.0,100000007442518100;100000008258083100;100000000673868100;100000000821507100;100000002911170100,"Гипотеза для проверки: 13 узлов, 0 seed, внутренний оборот 6 748 650 KZT; роли: peripheral 11, terminal 2; признаки оседания средств у конечных получателей (2 узл.)"
31,11,0,3784703.0,100000002175422100;100000003004487100;100000001317336100;100000003557488100;100000002975437100,"Гипотеза для проверки: 11 узлов, 0 seed, внутренний оборот 3 784 703 KZT; роли: peripheral 11; активных ролей нет, периферийная группа"
32,10,0,322010.0,100000008172352100;100000007322059100;100000004552204100;100000001597505100;100000000993112100,"Гипотеза для проверки: 10 узлов, 0 seed, внутренний оборот 322 010 KZT; роли: peripheral 10; активных ролей нет, периферийная группа"
33,10,0,1727065.0,100000005519998100;100000004336312100;100000004076740100;100000004017410100;100000003934614100,"Гипотеза для проверки: 10 узлов, 0 seed, внутренний оборот 1 727 065 KZT; роли: peripheral 8, transit 2; признаки транзитной цепочки (2 узл.)"
34,9,0,1406982.0,100000002217161100;100000008254576100;100000001445848100;100000007647294100;100000000954884100,"Гипотеза для проверки: 9 узлов, 0 seed, внутренний оборот 1 406 982 KZT; роли: peripheral 8, terminal 1; признаки оседания средств у конечных получателей (1 узл.)"
